time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-09-23T00:17:19.200Z,18.0818,-67.324,13,1.7,Md,3,313.2,0.2173923,0.21,pr,pr16267000,2016-09-23T04:15:21.471Z,"14km W of Puerto Real, Puerto Rico",earthquake,1.8,0.8,0,3,reviewed,pr,pr
2016-09-23T00:14:34.860Z,34.4876,141.659,10,6.2,mww,,17,2.057,0.92,us,us10006rte,2016-09-23T19:12:24.492Z,"143km ESE of Katsuura, Japan",earthquake,6.2,1.7,,,reviewed,us,us
2016-09-23T00:13:40.530Z,-59.2972,159.3922,10,4.3,mb,,144,4.817,1.24,us,us10006rtf,2016-09-23T01:32:38.040Z,"Macquarie Island region",earthquake,13.9,1.9,0.119,20,reviewed,us,us
2016-09-23T00:12:41.350Z,36.622,-116.9413333,3.59,1.15,ml,9,113,0.1061,0.07,ci,ci37697720,2016-09-23T14:45:42.810Z,"19km E of Stovepipe Wells, CA",earthquake,0.19,0.53,0.178,8,reviewed,ci,ci
2016-09-22T23:39:42.970Z,35.2358333,-118.5778333,6.91,2.7,ml,63,31,0.09095,0.15,ci,ci37697712,2016-09-23T04:58:14.322Z,"16km NW of Tehachapi, CA",earthquake,0.11,0.4,0.172,25,reviewed,ci,ci
2016-09-22T23:12:23.340Z,49.361,-120.4966667,-0.53,1.69,ml,8,201,0.5773,0.2,uw,uw61212191,2016-09-23T17:40:39.050Z,"10km S of Princeton, Canada",explosion,0.96,31.61,0.285,4,reviewed,uw,uw
2016-09-22T23:05:00.000Z,64.9944,-147.3349,0,1.6,ml,,,,0.71,ak,ak14015361,2016-09-22T23:13:27.486Z,"23km NNE of Badger, Alaska",earthquake,0.2,0.6,,,automatic,ak,ak
2016-09-22T22:58:41.320Z,46.6803333,-112.2835,-2.6,1.08,ml,7,104,0.075,0.05,mb,mb80174269,2016-09-23T15:32:12.190Z,"16km NW of Helena West Side, Montana",earthquake,0.58,0.6,,0,reviewed,mb,mb
2016-09-22T22:49:17.920Z,35.6803333,-118.391,5.71,1.22,ml,8,174,0.03514,0.11,ci,ci37697696,2016-09-22T23:00:33.857Z,"7km ESE of Wofford Heights, CA",earthquake,0.7,0.39,0.166,6,reviewed,ci,ci
2016-09-22T22:33:54.880Z,38.8343315,-122.805336,1,1.13,md,9,103,0.01153,0.01,nc,nc72700896,2016-09-22T22:55:01.379Z,"7km W of Cobb, California",earthquake,0.31,1.05,,1,automatic,nc,nc
2016-09-22T22:29:05.430Z,42.4106667,-122.7896667,-1.14,1.78,ml,4,165,0.4081,0.09,uw,uw61212161,2016-09-23T17:38:01.490Z,"6km S of Eagle Point, Oregon",explosion,0.72,31.61,0.192,4,reviewed,uw,uw
2016-09-22T22:29:05.350Z,35.6825,-118.3928333,5.25,1.18,ml,8,158,0.03568,0.1,ci,ci37697672,2016-09-22T22:43:35.997Z,"6km ESE of Wofford Heights, CA",earthquake,0.62,0.41,0.233,5,reviewed,ci,ci
2016-09-22T22:22:48.590Z,35.928,-117.2285,6.99,1.64,ml,17,101,0.05786,0.16,ci,ci37697664,2016-09-22T22:39:58.127Z,"23km NE of Trona, CA",earthquake,0.26,0.63,0.105,18,reviewed,ci,ci
2016-09-22T22:22:43.660Z,32.9631667,-114.8785,-0.25,1.55,ml,5,219,0.0842,0.26,ci,ci37146420,2016-09-22T22:52:02.496Z,"32km NNW of Los Algodones, B.C., MX",quarry blast,2.33,31.61,0.104,4,reviewed,ci,ci
2016-09-22T22:11:17.620Z,45.0853333,-111.7176667,3.5,1.24,ml,6,162,0.272,0.06,mb,mb80174219,2016-09-23T14:28:59.760Z,"29km SE of Virginia City, Montana",quarry blast,0.95,31.61,0.152,5,reviewed,mb,mb
2016-09-22T21:48:33.140Z,37.8743333,-122.0945,12.82,1.31,md,21,61,0.03765,0.08,nc,nc72700881,2016-09-22T23:05:01.422Z,"2km ESE of Lafayette, California",earthquake,0.32,0.36,0.188,16,reviewed,nc,nc
2016-09-22T21:31:49.392Z,38.6221,-117.7725,5.7,1,ml,6,172.45,0.355,0.0519,nn,nn00561082,2016-09-22T23:39:07.426Z,"30km SSE of Gabbs, Nevada",earthquake,,9,0.18,2,reviewed,nn,nn
2016-09-22T21:31:48.150Z,38.7830009,-122.7288361,0.66,1.01,md,11,76,0.00617,0.03,nc,nc72700876,2016-09-22T21:33:23.339Z,"2km ENE of The Geysers, California",earthquake,0.38,0.42,0.27,4,automatic,nc,nc
2016-09-22T21:16:49.000Z,62.925,-151.3376,25.6,1.7,ml,,,,0.6,ak,ak14014528,2016-09-22T21:26:09.471Z,"91km NW of Talkeetna, Alaska",earthquake,0.4,1,,,automatic,ak,ak
2016-09-22T21:11:59.000Z,61.5109,-147.2304,11.2,2.3,ml,,,,0.74,ak,ak14014521,2016-09-22T21:26:08.604Z,"63km NW of Valdez, Alaska",earthquake,0.2,0.1,,,automatic,ak,ak
2016-09-22T20:56:58.780Z,36.0406,-96.7706,5.75,2.8,ml,,63,0.055,0.2,us,us10006rrw,2016-09-23T15:03:45.289Z,"6km N of Cushing, Oklahoma",earthquake,0.7,1.6,,,reviewed,us,tul
2016-09-22T20:48:47.000Z,60.3514,-140.7513,16,1.5,ml,,,,0.09,ak,ak14014519,2016-09-22T20:59:24.460Z,"98km ENE of Cape Yakataga, Alaska",earthquake,1.1,2.3,,,automatic,ak,ak
2016-09-22T20:44:57.610Z,34.1216667,-116.923,6.93,1.55,ml,43,60,0.03001,0.11,ci,ci37697656,2016-09-22T21:27:21.260Z,"14km S of Big Bear Lake, CA",earthquake,0.14,0.33,0.181,20,reviewed,ci,ci
2016-09-22T20:43:59.860Z,38.793,-122.764,0.04,1.31,md,39,62,0.01869,0.07,nc,nc72700846,2016-09-22T22:44:02.348Z,"1km NNW of The Geysers, California",earthquake,0.1,0.31,0.098,10,reviewed,nc,nc
2016-09-22T20:38:05.510Z,34.118,-116.922,6.71,2.16,ml,82,30,0.02697,0.13,ci,ci37697648,2016-09-22T21:22:41.537Z,"14km S of Big Bear Lake, CA",earthquake,0.1,0.32,0.176,25,reviewed,ci,ci
2016-09-22T20:32:39.640Z,-59.2337,160.0896,10,4.6,mb,,143,4.788,1.66,us,us10006rs0,2016-09-22T22:33:08.040Z,"Macquarie Island region",earthquake,15.4,2,0.112,24,reviewed,us,us
2016-09-22T20:27:48.066Z,36.1236,-114.1603,0,2.1,ml,7,145.65,0.686,0.2495,nn,nn00561029,2016-09-22T20:58:02.389Z,"15km NNW of Meadview, Arizona",earthquake,,0,0.26,4,reviewed,nn,nn
2016-09-22T20:14:40.920Z,36.1265,-117.6625,2.5,1.14,ml,17,55,0.06604,0.14,ci,ci37697640,2016-09-22T21:05:56.165Z,"27km ENE of Coso Junction, CA",earthquake,0.3,0.44,0.158,11,reviewed,ci,ci
2016-09-22T20:14:34.000Z,65.4304,-144.6282,0,1.6,ml,,,,1.07,ak,ak14014175,2016-09-22T20:23:01.297Z,"5km SSE of Circle Hot Springs Station, Alaska",earthquake,1.3,0.4,,,automatic,ak,ak
2016-09-22T20:14:11.000Z,52.1334,-174.547,71.7,2.8,ml,8,194.399984448001,,0.21,ak,ak14014173,2016-09-22T22:27:26.646Z,"24km WSW of Atka, Alaska",earthquake,5.4,1,,,reviewed,ak,ak
2016-09-22T20:06:11.970Z,-21.512,33.3301,10,5.6,mww,,45,5.993,1.38,us,us10006rrf,2016-09-23T13:57:19.000Z,"163km SSE of Chipinge, Zimbabwe",earthquake,8.7,1.7,,,reviewed,us,us
2016-09-22T19:49:48.260Z,38.8061676,-122.7746658,0.97,1.05,md,11,64,0.0085,0.02,nc,nc72700826,2016-09-22T19:51:23.593Z,"3km NNW of The Geysers, California",earthquake,0.28,0.73,0.06,3,automatic,nc,nc
2016-09-22T19:46:35.410Z,33.8688333,-117.5076667,-0.57,1.19,ml,16,88,0.07313,0.13,ci,ci37697632,2016-09-22T21:00:52.853Z,"2km SE of Home Gardens, CA",quarry blast,0.34,31.61,0.085,17,reviewed,ci,ci
2016-09-22T19:30:49.900Z,19.4346667,-155.6056667,2.372,1.23,md,9,101,0.01729,0.13,hv,hv61420741,2016-09-22T21:21:59.030Z,"27km E of Honaunau-Napoopoo, Hawaii",earthquake,0.51,0.66,0.117,3,reviewed,hv,hv
2016-09-22T19:21:01.620Z,19.4021667,-155.6086667,12.958,1.12,md,11,78,0.04972,0.14,hv,hv61420721,2016-09-22T21:47:19.190Z,"25km NNW of Pahala, Hawaii",earthquake,0.75,2.19,0.203,7,reviewed,hv,hv
2016-09-22T19:09:57.000Z,61.7252,-151.6609,98.4,2.3,ml,,,,0.57,ak,ak14014172,2016-09-22T19:24:18.568Z,"85km W of Willow, Alaska",earthquake,1.1,0.8,,,automatic,ak,ak
2016-09-22T18:57:56.880Z,45.9173333,-122.2106667,13.29,1.03,ml,17,120,0.108,0.15,uw,uw61212076,2016-09-22T19:13:50.900Z,"16km ENE of Yacolt, Washington",earthquake,0.45,0.87,0.2,17,reviewed,uw,uw
2016-09-22T18:48:47.000Z,57.5655,-155.6399,8.1,3.3,ml,,,,0.85,ak,ak14014167,2016-09-22T19:04:55.130Z,"99km W of Larsen Bay, Alaska",earthquake,0.5,0.3,,,automatic,ak,ak
2016-09-22T18:15:48.000Z,61.9982,-146.1499,25.4,1.9,ml,,,,1.05,ak,ak14014142,2016-09-22T18:25:33.962Z,"33km WSW of Glennallen, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-09-22T18:08:58.610Z,18.0204,-98.3951,50.92,4.6,mb,,100,0.483,1.01,us,us10006rqb,2016-09-23T04:28:48.126Z,"5km SE of Tulcingo del Valle, Mexico",earthquake,7.6,7.1,0.032,287,reviewed,us,us
2016-09-22T18:06:04.220Z,34.0315,-117.2313333,16.11,1.38,ml,42,70,0.09699,0.12,ci,ci37697584,2016-09-22T20:52:32.424Z,"3km SE of Loma Linda, CA",earthquake,0.19,0.35,0.256,15,reviewed,ci,ci
2016-09-22T18:03:58.680Z,43.1731667,-110.9025,-3.13,1.15,ml,8,174,0.193,0.05,mb,mb80174199,2016-09-23T14:06:59.170Z,"15km SW of Hoback, Wyoming",earthquake,0.97,0.55,0.238,8,reviewed,mb,mb
2016-09-22T18:03:30.000Z,62.2891,-148.7385,24.9,2.3,ml,,,,0.65,ak,ak14014131,2016-09-22T18:20:27.029Z,"55km N of Sutton-Alpine, Alaska",earthquake,0.2,0.2,,,automatic,ak,ak
2016-09-22T17:25:56.160Z,35.8963333,-117.6808333,2.71,1.31,ml,17,81,0.05709,0.09,ci,ci37697568,2016-09-22T20:15:25.688Z,"21km ESE of Little Lake, CA",earthquake,0.14,0.24,0.138,16,reviewed,ci,ci
2016-09-22T17:23:15.910Z,30.1738,99.6523,20.69,5.3,mb,,18,7.413,0.89,us,us10006rpv,2016-09-22T23:01:05.040Z,"105km SW of Rulong, China",earthquake,7.3,4,0.039,226,reviewed,us,us
2016-09-22T17:23:05.000Z,64.6576,-148.055,8.4,1.1,ml,,,,0.61,ak,ak14013797,2016-09-22T17:29:40.154Z,"21km S of Ester, Alaska",earthquake,0.3,0.8,,,automatic,ak,ak
2016-09-22T17:19:10.000Z,60.5737,-147.9128,14,2.3,ml,,,,0.89,ak,ak14013795,2016-09-22T17:29:39.228Z,"47km ESE of Whittier, Alaska",earthquake,0.8,0.4,,,automatic,ak,ak
2016-09-22T17:15:19.000Z,62.7868,-149.7319,67.3,2.3,ml,,,,0.79,ak,ak14013792,2016-09-22T17:24:30.464Z,"55km NNE of Talkeetna, Alaska",earthquake,0.4,1,,,automatic,ak,ak
2016-09-22T17:12:12.550Z,33.837,-117.0263333,14.83,1.88,ml,57,28,0.0566,0.15,ci,ci37697560,2016-09-22T20:13:46.260Z,"9km NW of San Jacinto, CA",earthquake,0.15,0.31,0.217,25,reviewed,ci,ci
2016-09-22T17:06:55.840Z,37.6326667,-118.9175,3.44,1.01,md,18,54,0.01334,0.06,nc,nc72700776,2016-09-22T17:25:05.104Z,"5km ESE of Mammoth Lakes, California",earthquake,0.28,0.31,0.31,15,reviewed,nc,nc
2016-09-22T16:58:41.800Z,46.4615,-122.392,-1.09,1.1,ml,14,100,0.1355,0.11,uw,uw61212041,2016-09-22T18:07:49.720Z,"14km SW of Morton, Washington",explosion,0.47,31.61,0.225,16,reviewed,uw,uw
2016-09-22T16:47:16.250Z,30.19,99.7009,22.4,5.2,mb,,19,7.455,0.67,us,us10006rpi,2016-09-23T17:50:45.040Z,"101km SW of Rulong, China",earthquake,7.6,4.2,0.046,154,reviewed,us,us
2016-09-22T16:45:27.200Z,18.9218,-64.5025,8,3.3,Md,9,219.6,0.51383634,0.25,pr,pr16266004,2016-09-23T17:41:40.040Z,"58km NNE of Road Town, British Virgin Islands",earthquake,0.8,1.3,0,9,reviewed,pr,pr
2016-09-22T16:30:00.440Z,19.082,119.822,24.7,4.8,mb,,55,3.898,1.25,us,us10006rpf,2016-09-23T17:35:46.040Z,"104km NW of Davila, Philippines",earthquake,7.7,1.8,0.057,96,reviewed,us,us
2016-09-22T16:20:35.450Z,34.4336,141.7417,25.87,4.7,mb,,128,2.075,0.91,us,us10006rpd,2016-09-23T17:29:28.040Z,"153km ESE of Katsuura, Japan",earthquake,5.8,5.9,0.097,32,reviewed,us,us
2016-09-22T16:11:47.420Z,34.4913,141.8468,38.5,4,mb,,170,2.179,0.45,us,us10006rpa,2016-09-23T17:08:04.040Z,"158km ESE of Katsuura, Japan",earthquake,10,13.9,0.258,4,reviewed,us,us
2016-09-22T16:07:27.110Z,-59.4526,-27.3555,8,5.5,mwb,,42,7.199,0.97,us,us10006rp9,2016-09-23T16:26:00.040Z,"66km SW of Bristol Island, South Sandwich Islands",earthquake,9.8,1.7,0.069,20,reviewed,us,us
2016-09-22T15:57:09.420Z,34.3687,141.7706,38.82,5.3,mb,,125,2.054,1.39,us,us10006rp5,2016-09-23T16:03:12.000Z,"159km ESE of Katsuura, Japan",earthquake,7,6.6,0.073,63,reviewed,us,us
2016-09-22T15:56:05.800Z,34.4733,141.7975,10,5.1,mb,,75,2.136,1.11,us,us10006rp0,2016-09-23T15:24:48.040Z,"155km ESE of Katsuura, Japan",earthquake,6,1.8,0.041,194,reviewed,us,us
2016-09-22T15:19:56.530Z,33.1885,-116.0025,6.02,1.41,ml,42,62,0.09241,0.2,ci,ci37697496,2016-09-22T18:07:15.920Z,"13km SSW of Salton City, CA",earthquake,0.23,1.17,0.174,22,reviewed,ci,ci
2016-09-22T14:57:16.020Z,37.2475,-121.6328333,3.37,1.36,md,27,51,0.03413,0.04,nc,nc72700746,2016-09-22T18:18:42.125Z,"13km N of Morgan Hill, California",earthquake,0.15,0.32,0.18,26,reviewed,nc,nc
2016-09-22T14:56:37.000Z,59.2257,-153.6229,119.6,1.9,ml,,,,0.86,ak,ak14013125,2016-09-22T15:06:27.421Z,"93km SE of Old Iliamna, Alaska",earthquake,0.7,0.7,,,automatic,ak,ak
2016-09-22T14:38:36.108Z,38.3655,-119.4138,3.3,1.1,ml,6,188.59,0.722,0.2333,nn,nn00561069,2016-09-22T22:55:55.127Z,"20km NW of Bridgeport, California",earthquake,,5.5,0.19,2,reviewed,nn,nn
2016-09-22T14:12:37.000Z,59.1258,-151.9252,44.4,2.1,ml,,,,0.14,ak,ak14013121,2016-09-22T14:24:57.829Z,"61km SSW of Homer, Alaska",earthquake,0.9,3.4,,,automatic,ak,ak
2016-09-22T14:10:33.000Z,64.0455,-150.5056,10.2,3.4,ml,,,,0.93,ak,ak14013114,2016-09-22T14:30:01.449Z,"78km WNW of Healy, Alaska",earthquake,0.2,0.2,,,automatic,ak,ak
2016-09-22T13:57:41.670Z,38.3704,-119.415,16.8,1.3,ml,9,86.38,0.63,0.1712,nn,nn00561000,2016-09-23T02:35:38.718Z,"20km NW of Bridgeport, California",earthquake,,3.2,0.13,4,reviewed,nn,nn
2016-09-22T13:41:44.670Z,-5.5115,103.5345,61.59,4.8,mb,,155,1.28,1.22,us,us10006rn8,2016-09-22T14:02:04.040Z,"57km SW of Krui, Indonesia",earthquake,7.8,7.4,0.09,38,reviewed,us,us
2016-09-22T13:39:41.760Z,39.2178333,-120.0933333,7.05,1.12,md,9,74,0.02732,0.06,nc,nc72700736,2016-09-23T02:35:30.515Z,"3km N of Dollar Point, California",earthquake,0.41,0.74,0.118,8,reviewed,nc,nc
2016-09-22T13:23:43.730Z,25.2718,95.5762,139.53,4.6,mb,,56,1.556,0.8,us,us10006rn5,2016-09-22T13:39:13.040Z,"116km ESE of Phek, India",earthquake,6.2,8.4,0.102,29,reviewed,us,us
2016-09-22T12:57:21.860Z,37.3971667,-82.5213333,1.58,2.26,md,15,81,0.5655,0.26,se,se60134127,2016-09-22T23:17:38.464Z,"9km S of Pikeville, Kentucky",earthquake,0.49,2.74,0.102,5,reviewed,se,se
2016-09-22T12:49:53.360Z,45.1663333,-122.9103333,23.03,1.99,ml,17,53,0.1868,0.22,uw,uw61211986,2016-09-22T19:36:29.920Z,"4km WNW of Woodburn, Oregon",earthquake,0.41,1.2,0.163,51,reviewed,uw,uw
2016-09-22T12:36:59.930Z,32.8613,-96.9176,7.85,2.4,mb_lg,,72,0.043,0.44,us,us10006rrj,2016-09-23T13:24:49.983Z,"6km NNE of Irving, Texas",earthquake,1.4,2,0.18,8,reviewed,us,us
2016-09-22T12:20:03.502Z,38.6381,-118.8031,9.1,1.4,ml,13,95.8,0.22,0.1798,nn,nn00560995,2016-09-23T02:35:28.096Z,"20km NW of Hawthorne, Nevada",earthquake,,4.2,0.27,7,reviewed,nn,nn
2016-09-22T11:15:40.000Z,46.6649,153.2172,40.03,4.6,mb,,136,7.068,1.2,us,us10006rlb,2016-09-22T11:30:47.040Z,"Kuril Islands",earthquake,10,7.9,0.063,75,reviewed,us,us
2016-09-22T11:06:06.700Z,19.0692,-65.3525,49,2.9,Md,4,277.2,0.80758544,0.1,pr,pr16266003,2016-09-22T16:09:33.395Z,"84km N of Culebra, Puerto Rico",earthquake,4.5,9.8,0,2,reviewed,pr,pr
2016-09-22T11:05:58.250Z,-16.2295,168.074,168.29,5.1,mb,,61,4.591,0.87,us,us10006rl6,2016-09-22T11:22:01.040Z,"71km E of Lakatoro, Vanuatu",earthquake,10.7,7.2,0.084,46,reviewed,us,us
2016-09-22T10:56:40.430Z,39.2225,-120.0925,9.2,1.1,ml,21,72.77,0.03,0.1435,nn,nn00560993,2016-09-23T02:35:25.206Z,"3km N of Dollar Point, California",earthquake,,0.9,0.18,7,reviewed,nn,nn
2016-09-22T10:43:44.000Z,61.1094,-150.3928,35,1.6,ml,,,,0.4,ak,ak14012470,2016-09-22T10:52:13.922Z,"29km WSW of Anchorage, Alaska",earthquake,0.7,0.4,,,automatic,ak,ak
2016-09-22T10:42:18.020Z,6.8864,-73.0258,148.65,4.8,mb,,65,2.402,1.46,us,us10006rl0,2016-09-22T22:57:18.105Z,"11km SSE of Piedecuesta, Colombia",earthquake,8.4,8.3,0.03,343,reviewed,us,us
2016-09-22T10:21:57.670Z,34.4617,141.8385,10,4.7,mb,,124,2.155,0.65,us,us10006rky,2016-09-22T10:43:25.040Z,"159km ESE of Katsuura, Japan",earthquake,4.4,1.8,0.13,18,reviewed,us,us
2016-09-22T10:14:07.000Z,64.7434,-149.0094,15.1,1.5,ml,,,,0.78,ak,ak14012159,2016-09-22T10:23:59.545Z,"19km NNE of North Nenana, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-09-22T10:03:41.670Z,40.2926667,-124.4811667,20.46,2.84,md,22,240,0.1534,0.21,nc,nc72700701,2016-09-23T02:07:18.753Z,"36km SSW of Ferndale, California",earthquake,1.53,0.43,0.143,44,reviewed,nc,nc
2016-09-22T09:33:33.940Z,36.0351667,-120.6053333,2.71,1.17,md,17,58,0.03438,0.13,nc,nc72700696,2016-09-22T17:40:02.041Z,"24km WSW of Coalinga, California",earthquake,0.31,0.84,0.095,10,reviewed,nc,nc
2016-09-22T09:27:43.030Z,36.4214,-96.9183,5.68,2.9,mb_lg,,45,0.017,0.17,us,us10006rkp,2016-09-22T15:34:52.459Z,"13km NW of Pawnee, Oklahoma",earthquake,0.9,1.6,0.059,74,reviewed,us,us
2016-09-22T09:18:30.280Z,36.4228,-96.9165,6.3,1.6,ml,,57,0.015,0.18,us,us10006rkm,2016-09-22T14:51:59.040Z,"13km NW of Pawnee, Oklahoma",earthquake,0.9,1.5,0.064,32,reviewed,us,us
2016-09-22T09:06:31.320Z,46.8816667,-112.5365,9.42,1.71,ml,20,107,0.191,0.1,mb,mb80174154,2016-09-22T14:12:35.900Z,"13km SE of Lincoln, Montana",earthquake,0.29,0.9,0.17,3,reviewed,mb,mb
2016-09-22T08:58:47.400Z,35.5053333,-121.5183333,9.54,2.45,md,67,215,0.2859,0.15,nc,nc72700691,2016-09-22T20:52:01.810Z,"33km WSW of San Simeon, California",earthquake,0.58,0.63,0.149,58,reviewed,nc,nc
2016-09-22T08:54:49.880Z,38.7958336,-122.8181686,2.53,1.05,md,10,198,0.0156,0.01,nc,nc72700686,2016-09-22T08:56:27.925Z,"5km WNW of The Geysers, California",earthquake,0.46,0.58,0.05,3,automatic,nc,nc
2016-09-22T08:53:20.000Z,62.0389,-149.4557,0,2.3,ml,,,,0.73,ak,ak14011844,2016-09-22T09:09:30.815Z,"24km ESE of Y, Alaska",earthquake,0.2,0.2,,,automatic,ak,ak
2016-09-22T08:48:10.460Z,-28.0821,-111.6002,10,5,mb,,123,2.129,0.91,us,us10006rki,2016-09-22T09:06:10.040Z,"237km WSW of Hanga Roa, Chile",earthquake,4.3,1.9,0.063,81,reviewed,us,us
2016-09-22T08:31:11.680Z,34.7908333,-85.0435,4.08,2.43,md,23,69,0.1616,0.19,se,se60134112,2016-09-22T14:22:57.883Z,"7km WNW of Dalton, Georgia",earthquake,0.29,1.1,0.188,15,reviewed,se,se
2016-09-22T08:29:23.710Z,35.513,-120.8958333,2.05,1.16,md,19,111,0.02259,0.07,nc,nc72700676,2016-09-22T17:15:03.976Z,"7km N of Cayucos, California",earthquake,0.2,0.26,0.213,19,reviewed,nc,nc
2016-09-22T07:38:00.000Z,62.9356,-150.5038,104,2,ml,,,,0.16,ak,ak14011534,2016-09-22T07:47:46.596Z,"71km NNW of Talkeetna, Alaska",earthquake,0.8,1.2,,,automatic,ak,ak
2016-09-22T07:35:39.340Z,-29.0791,-177.4341,74.74,4.6,mb,,88,0.463,1.36,us,us10006rjz,2016-09-22T07:55:04.040Z,"49km ENE of Raoul Island, New Zealand",earthquake,10.5,6.2,0.097,32,reviewed,us,us
2016-09-22T07:24:48.500Z,46.6263333,-122.1473333,14.48,1.62,ml,30,80,0.167,0.15,uw,uw61211886,2016-09-22T17:56:20.650Z,"12km NE of Morton, Washington",earthquake,0.34,1.32,0.163,34,reviewed,uw,uw
2016-09-22T06:52:41.310Z,46.626,-122.1483333,9.11,1.26,ml,22,98,0.1665,0.14,uw,uw61211876,2016-09-22T17:40:54.250Z,"12km NE of Morton, Washington",earthquake,0.32,8.26,0.18,31,reviewed,uw,uw
2016-09-22T06:42:18.690Z,36.4256,-96.9194,2.47,3.2,mb_lg,,45,0.014,0.17,us,us10006rix,2016-09-22T19:01:31.587Z,"14km NW of Pawnee, Oklahoma",earthquake,0.9,0.9,0.052,97,reviewed,us,us
2016-09-22T06:29:11.760Z,36.6168333,-120.6873333,8.79,2.27,md,7,301,0.8081,0.11,nc,nc72700661,2016-09-22T17:00:03.950Z,"31km WSW of Mendota, California",earthquake,3.7,3.83,0.084,6,reviewed,nc,nc
2016-09-22T06:28:14.460Z,36.4246,-96.9164,6.21,2.3,ml,,50,0.013,0.2,us,us10006ris,2016-09-22T14:43:27.040Z,"13km NW of Pawnee, Oklahoma",earthquake,0.8,1.4,0.055,44,reviewed,us,us
2016-09-22T06:20:29.590Z,39.3501667,-123.2276667,8.36,1.81,md,17,58,0.1551,0.03,nc,nc72700656,2016-09-22T22:01:02.989Z,"9km NNW of Redwood Valley, California",earthquake,0.26,0.7,0.14,14,reviewed,nc,nc
2016-09-22T06:14:43.480Z,19.4758333,-155.7046667,12.268,1,md,14,115,0.0284,0.08,hv,hv61420371,2016-09-22T22:22:25.420Z,"16km E of Honaunau-Napoopoo, Hawaii",earthquake,0.44,0.97,0.081,5,reviewed,hv,hv
2016-09-22T06:00:17.130Z,19.5328333,-155.5803333,16.417,1.04,md,10,134,0.004803,0.18,hv,hv61420351,2016-09-22T22:31:35.080Z,"31km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.83,1.2,0.032,3,reviewed,hv,hv
2016-09-22T05:56:11.000Z,60.4428,-152.5488,120,1.2,ml,,,,,ak,ak14011528,2016-09-22T06:04:36.623Z,"11km ESE of Redoubt Volcano, Alaska",earthquake,,,,,automatic,ak,ak
2016-09-22T05:52:57.000Z,59.36,-153.4312,0.4,1.1,ml,,,,0.15,ak,ak14011527,2016-09-22T05:59:15.613Z,"94km ESE of Old Iliamna, Alaska",earthquake,0.4,173.5,,,automatic,ak,ak
2016-09-22T05:44:05.440Z,36.4935,-89.5578333,8.54,1.56,md,19,110,0.04717,0.03,nm,nm60134107,2016-09-22T14:37:58.920Z,"10km SSW of New Madrid, Missouri",earthquake,0.78,0.95,0.059,6,reviewed,nm,nm
2016-09-22T05:37:18.300Z,18.5095,-67.195,86,2.8,Md,6,212.4,0.29644404,0.1,pr,pr16266002,2016-09-22T07:59:11.030Z,"9km NW of Caban, Puerto Rico",earthquake,1.4,1,0,4,reviewed,pr,pr
2016-09-22T05:09:04.040Z,19.5375,-155.691,11.957,1.02,md,12,113,0.03481,0.07,hv,hv61420326,2016-09-22T22:57:57.980Z,"20km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.58,0.66,0.074,3,reviewed,hv,hv
2016-09-22T04:42:19.370Z,19.787,-156.0876667,9.477,2.33,ml,25,248,0.2583,0.2,hv,hv61420221,2016-09-22T23:30:09.377Z,"12km WNW of Kalaoa, Hawaii",earthquake,2.08,1.07,0.119,10,reviewed,hv,hv
2016-09-22T04:38:44.745Z,40.1424,-120.2118,12.5,1.1,ml,7,241.56,0.07,0.092,nn,nn00560985,2016-09-23T02:35:12.989Z,"31km ESE of Janesville, California",earthquake,,2.1,0.03,2,reviewed,nn,nn
2016-09-22T04:32:29.320Z,37.42,-118.5556667,14.75,1.48,md,27,82,0.06699,0.05,nc,nc72700641,2016-09-23T02:35:10.675Z,"11km WNW of West Bishop, California",earthquake,0.26,0.76,0.208,26,reviewed,nc,nc
2016-09-22T04:32:26.000Z,18.5042,-67.1959,86,3.3,Md,14,187.2,0.28925752,0.17,pr,pr16266000,2016-09-22T04:51:02.321Z,"9km NNW of Aguadilla, Puerto Rico",earthquake,1.9,1.1,0,10,reviewed,pr,pr
2016-09-22T04:04:02.947Z,38.6478,-118.7955,8.9,1.4,ml,12,81.13,0.214,0.0788,nn,nn00561016,2016-09-23T02:35:40.594Z,"20km NW of Hawthorne, Nevada",earthquake,,2.9,0.46,6,reviewed,nn,nn
2016-09-22T04:03:16.700Z,18.8096,-65.2673,56,3.1,Md,3,266.4,0.54348075,0.02,pr,pr16266001,2016-09-22T07:57:55.768Z,"56km N of Culebra, Puerto Rico",earthquake,5,5.5,0,3,reviewed,pr,pr
2016-09-22T03:27:25.670Z,38.8133333,-122.8196667,2.55,1.08,md,39,80,0.008666,0.05,nc,nc72700606,2016-09-22T17:39:45.385Z,"6km NW of The Geysers, California",earthquake,0.17,0.25,0.044,9,reviewed,nc,nc
2016-09-22T03:14:03.540Z,33.49,-116.3966667,8.52,1.11,ml,41,53,0.04121,0.19,ci,ci37697208,2016-09-22T17:02:40.252Z,"21km SSW of La Quinta, CA",earthquake,0.22,0.64,0.172,28,reviewed,ci,ci
